1	392.661125658363744
15371	267.824715610033081
30173	237.247203891514573
45211	218.143307727417778
60347	208.266316193815783
75012	203.461632509956416
90325	201.767690323835950
105244	200.787656409569991
120335	200.304415417869905
135291	200.122390385318795
150102	200.052771697580738
165146	200.020120379043419
180169	200.006288124270441
195001	200.002257411291566
210092	200.001185925218806
225073	200.001015617683606
240029	200.001007876300946
255033	200.001007820756513
270015	200.001007813870729
285013	200.001007812750686
300002	200.001007812381204
