1	8646.243646764234654
15371	7592.535311563402502
30173	7592.535311563402502
45211	7592.535311563402502
60347	7518.950162320919844
75012	7294.414043631291861
90325	7294.414043631291861
105244	7148.405326774289279
120335	7114.473279075473329
135291	6551.070701951567571
150102	6523.369950581413832
165146	6180.400172491600642
180169	5661.122102834228826
195001	4518.592861016580173
210092	3928.554629090082017
225073	3298.474081884533007
240029	2800.921604340133854
255033	2440.227416003468534
270015	1840.617440462152445
285014	1247.196069582654673
300004	999.706718235867811
