1	15470.871134188932047
25587	13208.238686514196161
50305	12801.054817896674649
75330	12512.606225338231525
100440	11455.999476654549653
125400	11455.999476654549653
150571	11455.999476654549653
175055	11455.999476654549653
200206	11353.099385068220727
225446	10392.700574615602818
250172	9464.477130306400795
275330	8596.154788377827572
300068	7461.123515178567686
325207	5423.613497386466406
350202	4631.773278513615878
375108	3137.165399510151474
400053	1625.802185845554050
425065	473.276712569560914
450015	64.428052203973493
475014	3.368630135366402
500004	0.000000094612915
