1	2772.759876736785827
5096	42.996519779521577
10163	34.933471601804968
15153	34.782080405069451
20029	34.780319855140192
25093	34.780276167781835
30110	34.780274942904896
35030	34.780274877646832
40077	34.780274874798465
45009	34.780274874724228
50086	34.780274874720760
55016	34.780274874720646
60078	34.780274874720646
65054	34.780274874720646
70001	34.780274874720646
75021	34.780274874720646
80016	34.780274874720646
85019	34.780274874720646
90022	34.780274874720646
95004	34.780274874720646
100000	34.780274874720646
