1	1504079380.930586814880371
15371	49939.810775975252909
30173	301.935570886565756
45211	74.941497110761247
60347	44.312042798201674
75012	44.312042798201674
90325	43.254638759166710
105244	36.780349516572414
120335	32.061863275206633
135291	28.439260732702678
150102	28.439260732702678
165146	19.562412810463456
180169	19.317722357915045
195129	19.317722357915045
210046	19.317722357915045
225001	19.317722357915045
240025	19.317722357915045
255034	13.119352542596744
270015	11.495472669406126
285013	8.547837984007629
300000	7.480582875684831
