1	692.882811600486093
5096	272.014271228129246
10163	115.155266729284676
15153	115.155266729284676
20029	115.155266729284676
25093	79.808909182073648
30110	79.808909182073648
35030	48.535959414661875
40077	19.079834687048333
45009	19.079834687048333
50086	18.577968114116857
55016	7.576520658360778
60078	3.760389390359251
65054	2.559292281923490
70002	1.712819982164774
75042	1.344369773720473
80022	1.068700472806313
85003	0.949342347334095
90019	0.875434805665236
95003	0.411766181907524
100004	0.382035169985329
